GLOBAL UNIQUE IDENTIFIER	LAST EDITED DATE	TAXONOMIC ORDER	CATEGORY	TAXON CONCEPT ID	COMMON NAME	SCIENTIFIC NAME	SUBSPECIES COMMON NAME	SUBSPECIES SCIENTIFIC NAME	EXOTIC CODE	OBSERVATION COUNT	BREEDING CODE	BREEDING CATEGORY	BEHAVIOR CODE	AGE/SEX	COUNTRY	COUNTRY CODE	STATE	STATE CODE	COUNTY	COUNTY CODE	IBA CODE	BCR CODE	USFWS CODE	ATLAS BLOCK	LOCALITY	LOCALITY ID	LOCALITY TYPE	LATITUDE	LONGITUDE	OBSERVATION DATE	TIME OBSERVATIONS STARTED	OBSERVER ID	SAMPLING EVENT IDENTIFIER	PROTOCOL TYPE	PROTOCOL CODE	PROJECT CODE	DURATION MINUTES	EFFORT DISTANCE KM	EFFORT AREA HA	NUMBER OBSERVERS	ALL SPECIES REPORTED	GROUP IDENTIFIER	HAS MEDIA	APPROVED	REVIEWED	REASON	TRIP COMMENTS	SPECIES COMMENTS	
URN:CornellLabOfOrnithology:EBIRD:OBS1823224848	2023-12-11 08:50:39.503558	9795	species	avibase-B30B6781	White-throated Kingfisher	Halcyon smyrnensis				1					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					Banni Grasslands--Lodai	L5372104	H	23.4383142	69.9236441	2023-09-09	06:34:00	obsr369075	S149500641	Traveling	P22	EBIRD	300	15.000		8	1	G10818913	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1890177177	2023-12-04 12:59:22.208927	9795	species	avibase-B30B6781	White-throated Kingfisher	Halcyon smyrnensis				1					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					PMC_23 T13G6	L27256814	P	22.8636868	69.2815822	2023-09-23	17:45:00	obsr4399854	S155739265	Traveling	P22	EBIRD_IND	48	1.000		2	1	G10895325	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1831855140	2023-10-19 11:43:54.5386	9795	species	avibase-B30B6781	White-throated Kingfisher	Halcyon smyrnensis				1					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					Kotay-Dhirang Road, Fulay, Gujarat, IN	L27156073	P	23.3958810	69.8158357	2023-09-19	09:29:00	obsr485649	S150378316	Traveling	P22	EBIRD	96	1.880		4	1	G10870091	1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1833647165	2023-09-23 20:32:50.63463	9795	species	avibase-B30B6781	White-throated Kingfisher	Halcyon smyrnensis				3					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					PMC_23 T32G4	L27210210	P	23.4843413	70.3558065	2023-09-23	16:13:00	obsr413366	S150539099	Traveling	P22	EBIRD	120	2.320		3	1	G10879627	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1890177100	2023-12-04 12:59:22.056494	9795	species	avibase-B30B6781	White-throated Kingfisher	Halcyon smyrnensis				1					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					PMC2023_T13G1	L27256834	P	22.8037957	69.4152401	2023-09-24	10:16:00	obsr4399854	S155739263	Traveling	P22	EBIRD_IND	60	1.000		1	1	G11248114	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1836502129	2023-10-30 18:31:42.535522	9795	species	avibase-B30B6781	White-throated Kingfisher	Halcyon smyrnensis				1					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					Banni Grasslands--Lodai	L5372104	H	23.4383142	69.9236441	2023-09-23	16:00:00	obsr1048754	S150843103	Traveling	P22	EBIRD	170	12.000		4	1	G10898573	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1834239823	2023-10-19 12:01:31.366278	9795	species	avibase-B30B6781	White-throated Kingfisher	Halcyon smyrnensis				1					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					PMC2023_T12G5	L27225372	P	23.2446567	69.2491133	2023-09-24	06:37:00	obsr3542724	S150616028	Traveling	P22	EBIRD	73	1.010		3	1	G10883858	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1824183045	2023-09-11 01:50:49.836419	9795	species	avibase-B30B6781	White-throated Kingfisher	Halcyon smyrnensis				1					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					Sun temple	L6820714	P	23.3880910	69.7812510	2023-09-09	16:52:00	obsr2807305	S149600542	Traveling	P22	EBIRD	106	20.950		8	1	G10818915	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1822314847	2023-09-09 00:26:12.429553	9795	species	avibase-B30B6781	White-throated Kingfisher	Halcyon smyrnensis				2					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					Rawalpir Dargah Thorn Forest	L16304900	H	23.4159957	69.3723530	2023-09-09	06:51:00	obsr3039180	S149407296	Traveling	P22	EBIRD	184	11.710		1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1832628052	2023-10-30 18:29:22.646822	9795	species	avibase-B30B6781	White-throated Kingfisher	Halcyon smyrnensis				1					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					Bojardo Road, Kachchh, Gujarat, IN (23.54, 69.816)	L27180963	P	23.5397221	69.8156201	2023-09-21	07:24:00	obsr485649	S150454384	Traveling	P22	EBIRD	84	13.480		4	1	G10871939	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1833337688	2023-09-25 06:23:46.066213	9795	species	avibase-B30B6781	White-throated Kingfisher	Halcyon smyrnensis				1					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					PMC2023_T21G2	L27207310	P	24.0097770	69.6874760	2023-09-23	07:30:00	obsr826272	S150527137	Traveling	P22	EBIRD	53	1.058		3	0	G10889810	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1835105859	2023-10-30 18:30:58.529141	9795	species	avibase-B30B6781	White-throated Kingfisher	Halcyon smyrnensis				2					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					PMC2023_T30G2	L27229084	P	23.2222789	70.2627749	2023-09-24	16:43:00	obsr891472	S150704065	Traveling	P22	EBIRD	70	1.000		3	1	G10884778	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1846753499	2023-12-11 08:49:39.454014	9795	species	avibase-B30B6781	White-throated Kingfisher	Halcyon smyrnensis				1					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					Unnamed Road, Baiyava, Gujarat, IN (23.726, 68.763)	L27228508	P	23.7258816	68.7626455	2023-09-24	11:25:00	obsr4422497	S151857784	Incidental	P20	EBIRD				4	0	G10884687	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1822347107	2023-12-11 08:49:27.97876	9795	species	avibase-B30B6781	White-throated Kingfisher	Halcyon smyrnensis				3					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					Chhari	L26999417	P	23.5313233	69.3479817	2023-09-08	18:04:00	obsr1161913	S149410538	Traveling	P22	EBIRD	415	50.888		3	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1832598692	2023-12-11 08:48:49.263764	9795	species	avibase-B30B6781	White-throated Kingfisher	Halcyon smyrnensis				1					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					Vekariya (Right side of road)	L16324637	P	23.5066478	69.6638317	2023-09-22	06:30:00	obsr494050	S150452359	Stationary	P21	EBIRD_IND	15			2	1	G10874116	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1839901476	2023-10-19 12:40:11.180899	9795	species	avibase-B30B6781	White-throated Kingfisher	Halcyon smyrnensis				4					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					PMC2023_T11G6	L27292875	P	23.0926690	69.0148500	2023-09-23	09:45:00	obsr1469238	S151186264	Traveling	P22	EBIRD	44	1.044		3	1	G10908070	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1835444326	2023-09-25 12:25:46.435707	9795	species	avibase-B30B6781	White-throated Kingfisher	Halcyon smyrnensis				2					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					NH 341, Kachchh IN-GJ 23.51163, 69.66241	L27248709	P	23.5116350	69.6624120	2023-09-23	07:03:00	obsr512830	S150739938	Traveling	P22	EBIRD_IND	20	7.800		2	1	G10891944	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1882498320	2023-11-24 04:04:28.273017	9795	species	avibase-B30B6781	White-throated Kingfisher	Halcyon smyrnensis				3					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					PMC2023_T8G3	L27213013	P	23.5423633	69.2726883	2023-09-23	17:31:00	obsr3080907	S155075073	Traveling	P22	EBIRD	36	1.000		3	1	G11190399	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1833333890	2023-12-04 12:59:26.308893	9795	species	avibase-B30B6781	White-throated Kingfisher	Halcyon smyrnensis				2					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					PMC2023_T28G6	L27207300	P	23.7120267	70.8497250	2023-09-23	07:09:00	obsr908812	S150527108	Traveling	P22	EBIRD_IND	67	1.000		2	1	G11248124	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1833677015	2023-09-23 11:36:50.408972	9795	species	avibase-B30B6781	White-throated Kingfisher	Halcyon smyrnensis				2					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					PMC_23 T32G3	L27208060	P	23.4259116	70.4561331	2023-09-23	10:43:00	obsr759009	S150563068	Traveling	P22	EBIRD	19	1.720		3	1	G10879670	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1834239105	2023-12-11 08:49:37.413712	9795	species	avibase-B30B6781	White-throated Kingfisher	Halcyon smyrnensis				1					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					T19_G6	L27225899	P	23.1166461	69.8568135	2023-09-24	07:45:00	obsr612947	S150615993	Traveling	P22	EBIRD_IND	12	1.000		4	1	G10894889	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1890179577	2023-12-11 08:49:37.426154	9795	species	avibase-B30B6781	White-throated Kingfisher	Halcyon smyrnensis				1					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					T19_G6	L27225899	P	23.1166461	69.8568135	2023-09-24	07:45:00	obsr4399854	S155739367	Traveling	P22	EBIRD_IND	12	1.000		4	1	G10894889	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1834508109	2023-10-30 18:30:49.917859	9795	species	avibase-B30B6781	White-throated Kingfisher	Halcyon smyrnensis				5					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					Banni Grassland	L1157512	H	23.5871151	69.2488003	2023-09-24	07:30:00	obsr900845	S150648297	Traveling	P22	EBIRD	250	15.000		4	1	G10885791	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1890178688	2023-12-04 12:59:26.211459	9795	species	avibase-B30B6781	White-throated Kingfisher	Halcyon smyrnensis				2					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					PMC2023_T17G7	L27228099	P	23.6373650	69.4925180	2023-09-23	16:15:00	obsr4399854	S155739330	Traveling	P22	EBIRD_IND	38	1.002		1	1	G10910211	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1834284938	2023-09-24 04:42:07.944627	9795	species	avibase-B30B6781	White-throated Kingfisher	Halcyon smyrnensis				1					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					PMC2023_T16G6	L27226780	P	23.4538060	69.4706970	2023-09-24	07:43:00	obsr226203	S150619992	Traveling	P22	EBIRD_IND	57	1.024		1	1	G10884097	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1834661020	2023-09-24 13:19:09.943752	9795	species	avibase-B30B6781	White-throated Kingfisher	Halcyon smyrnensis				1					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					NH 41, Kachchh IN-GJ 23.64108, 68.54357	L27207048	P	23.6410760	68.5435730	2023-09-24	09:12:00	obsr1777443	S150661617	Traveling	P22	EBIRD	39	15.964		1	1	G10886577	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1834437097	2023-12-11 08:48:42.605216	9795	species	avibase-B30B6781	White-throated Kingfisher	Halcyon smyrnensis				1					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					Roha Fort Forest	L14876854	H	23.2001430	69.2683180	2023-09-24	17:15:00	obsr494050	S150637512	Traveling	P22	EBIRD_IND	85	1.500		6	1	G10885044	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1835243683	2023-09-25 07:33:48.290632	9795	species	avibase-B30B6781	White-throated Kingfisher	Halcyon smyrnensis				1					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					PMC2023_T21G4	L27223951	P	24.0509560	69.6615850	2023-09-23	17:42:00	obsr661967	S150715291	Traveling	P22	EBIRD	36	0.999		2	1	G10889809	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1835222136	2023-09-25 06:43:43.933343	9795	species	avibase-B30B6781	White-throated Kingfisher	Halcyon smyrnensis				2					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					Gujarat State Highway 51, Kachchh, Gujarat, IN (23.647, 70.609)	L27224326	P	23.6466850	70.6094083	2023-09-24	06:52:00	obsr1493800	S150713342	Traveling	P22	EBIRD	20	10.190		4	1	G10883105	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1832268729	2023-10-20 09:56:51.572294	9795	species	avibase-B30B6781	White-throated Kingfisher	Halcyon smyrnensis				1					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					Roji Mata Mandir Scrub Forest	L27170724	P	23.3318950	69.7852200	2023-09-20	16:38:00	obsr1213787	S150420261	Traveling	P22	EBIRD	124	3.000		4	1	G10870085	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1834440869	2023-12-11 08:48:42.533534	9795	species	avibase-B30B6781	White-throated Kingfisher	Halcyon smyrnensis				1					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					Roha Fort Forest	L14876854	H	23.2001430	69.2683180	2023-09-24	17:15:00	obsr701947	S150637796	Traveling	P22	EBIRD_IND	85	1.500		6	1	G10885044	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1833806703	2023-12-11 08:49:32.38689	9795	species	avibase-B30B6781	White-throated Kingfisher	Halcyon smyrnensis				1					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					PMC2023_T12G2	L27208481	P	23.1738067	69.0684167	2023-09-23	06:46:00	obsr1996915	S150576259	Traveling	P22	EBIRD	81	1.000		3	1	G10880468	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1834661136	2023-10-20 12:51:49.81355	9795	species	avibase-B30B6781	White-throated Kingfisher	Halcyon smyrnensis				1					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					NH 41, Kachchh IN-GJ 23.64108, 68.54357	L27207048	P	23.6410760	68.5435730	2023-09-23	07:27:00	obsr1777443	S150661621	Traveling	P22	EBIRD	25	1.976		1	1	G10886581	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1834305486	2023-09-24 09:55:21.782665	9795	species	avibase-B30B6781	White-throated Kingfisher	Halcyon smyrnensis				1					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					Nakhatrana, Kachchh IN-GJ 23.42728, 69.36350	L27227238	P	23.4272830	69.3635000	2023-09-23	13:41:00	obsr226203	S150621891	Stationary	P21	EBIRD_IND	20			3	1	G10885088	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1835898926	2023-09-26 05:24:50.077635	9795	species	avibase-B30B6781	White-throated Kingfisher	Halcyon smyrnensis				1					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					PMC2023_T10G1	L27256851	P	23.2853383	69.0810985	2023-09-23	09:53:00	obsr2742639	S150784527	Traveling	P22	EBIRD_IND	67	1.440		3	1	G10894987	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1834427672	2023-10-06 06:12:48.958969	9795	species	avibase-B30B6781	White-throated Kingfisher	Halcyon smyrnensis				1					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					Bhuj, Kachchh IN-GJ 23.70806, 69.81966	L27226464	P	23.7080640	69.8196580	2023-09-23	08:32:00	obsr391659	S150636278	Traveling	P22	EBIRD	6	5.093		3	0	G10884989	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1833474911	2023-10-30 18:29:47.85629	9795	species	avibase-B30B6781	White-throated Kingfisher	Halcyon smyrnensis				2					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					PMC2023_T1G6	L27210497	P	23.7399193	68.9347723	2023-09-23	07:07:00	obsr1241180	S150540635	Traveling	P22	EBIRD	42	1.200		3	1	G10878756	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1834357186	2023-10-30 18:30:30.700991	9795	species	avibase-B30B6781	White-throated Kingfisher	Halcyon smyrnensis				2					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					PMC2023_T18G1	L27228504	P	23.2319732	69.7712857	2023-09-24	09:22:00	obsr2918706	S150627315	Traveling	P22	EBIRD	34	1.010		5	1	G10885642	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1833272149	2023-09-25 07:45:05.494247	9795	species	avibase-B30B6781	White-throated Kingfisher	Halcyon smyrnensis				1					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					Nara Road, Kachchh, Gujarat, IN (23.645, 69.085)	L27206360	P	23.6451002	69.0847391	2023-09-22	07:50:00	obsr1493800	S150522198	Traveling	P22	EBIRD	22	4.430		3	1	G10890869	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1890180198	2023-12-04 12:59:29.56579	9795	species	avibase-B30B6781	White-throated Kingfisher	Halcyon smyrnensis				2					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					PMC2023_T18G6	L27217715	P	23.3566761	69.6933788	2023-09-23	18:32:00	obsr4399854	S155739395	Traveling	P22	EBIRD	45	1.030		5	1	G10880548	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1828787088	2023-10-19 18:22:02.71088	9795	species	avibase-B30B6781	White-throated Kingfisher	Halcyon smyrnensis				1					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					Epicenter Homestay, Lodai, Gujarat	L8402271	H	23.3878323	69.9032915	2023-09-17	08:17:00	obsr1043477	S150076339	Traveling	P22	EBIRD	70	0.950		3	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1833574838	2023-12-11 08:49:34.620876	9795	species	avibase-B30B6781	White-throated Kingfisher	Halcyon smyrnensis				1					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					PMC2023_T9G3	L27212614	P	23.1376983	68.7831005	2023-09-23	16:12:00	obsr494050	S150551207	Traveling	P22	EBIRD_IND	45	1.000		3	1	G10879172	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1833322906	2023-09-22 22:37:07.710129	9795	species	avibase-B30B6781	White-throated Kingfisher	Halcyon smyrnensis				1					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					T29G5	L27207196	P	23.4228854	70.6725939	2023-09-23	06:52:00	obsr914590	S150526602	Traveling	P22	EBIRD	49	0.770		4	1	G10877919	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1832070426	2023-12-11 08:49:57.806829	9795	species	avibase-B30B6781	White-throated Kingfisher	Halcyon smyrnensis				2					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					Fot Mahadev Scrub Forest	L3547732	H	23.2443165	69.2014706	2023-09-21	16:10:00	obsr1046871	S150399934	Traveling	P22	EBIRD	159	7.789		4	1	G10871163	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1833677050	2023-10-19 04:42:56.026075	9795	species	avibase-B30B6781	White-throated Kingfisher	Halcyon smyrnensis				2					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					PMC_23 T32G2	L27209267	P	23.4259779	70.3233412	2023-09-23	14:09:00	obsr759009	S150563094	Traveling	P22	EBIRD	16	2.080		3	1	G10879640	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1890181415	2023-12-04 12:59:31.87218	9795	species	avibase-B30B6781	White-throated Kingfisher	Halcyon smyrnensis				2					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					PMC2023_T20G1	L27209269	P	22.9029017	69.8407438	2023-09-23	07:03:00	obsr4399854	S155739442	Traveling	P22	EBIRD	61	0.740		2	1	G10879338	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1834217014	2023-12-11 08:49:36.937636	9795	species	avibase-B30B6781	White-throated Kingfisher	Halcyon smyrnensis				1					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					Lake Road, Tera, Gujarat, IN (23.283, 68.941)	L27225541	P	23.2828968	68.9412038	2023-09-24	10:15:00	obsr741924	S150614295	Traveling	P22	EBIRD_IND	10	0.100		3	1	G10883730	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1832684794	2023-10-19 08:46:03.444029	9795	species	avibase-B30B6781	White-throated Kingfisher	Halcyon smyrnensis				2					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					Banni Grassland	L1157512	H	23.5871151	69.2488003	2023-09-21	07:25:00	obsr1500827	S150459546	Traveling	P22	EBIRD	255	7.000		4	1	G10874526	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1831255978	2023-09-20 03:45:20.412502	9795	species	avibase-B30B6781	White-throated Kingfisher	Halcyon smyrnensis				1					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					Dudhai, Gujarat, IN (23.323, 70.142)	L22716917	P	23.3233865	70.1418463	2023-09-20	09:57:00	obsr633406	S150313759	Traveling	P22	EBIRD	25	19.560		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1832620974	2023-12-22 04:23:00.089052	9795	species	avibase-B30B6781	White-throated Kingfisher	Halcyon smyrnensis				2					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					Piyoni Mahadev	L13160435	H	23.2790435	69.1805220	2023-09-22	06:56:00	obsr640796	S150454241	Traveling	P22	EBIRD	240	13.000		8	1	G10874262	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1824187489	2024-01-02 00:07:18.364595	9795	species	avibase-B30B6781	White-throated Kingfisher	Halcyon smyrnensis				3					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					Nakhatrana--General Area	L14876283	H	23.3489278	69.2696821	2023-09-10	15:30:00	obsr1030717	S149601714	Traveling	P22	EBIRD_IND	270	32.000		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1823449103	2023-12-11 08:50:35.988451	9795	species	avibase-B30B6781	White-throated Kingfisher	Halcyon smyrnensis				1					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					Banni Grasslands--Lodai	L5372104	H	23.4383142	69.9236441	2023-09-09	06:34:00	obsr2690481	S149526169	Traveling	P22	EBIRD	300	15.000		8	1	G10818913	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1833299381	2023-09-22 21:47:16.419286	9795	species	avibase-B30B6781	White-throated Kingfisher	Halcyon smyrnensis				1					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					Narayan Sarovar	L4198302	H	23.6726297	68.5479257	2023-09-23	06:42:00	obsr1760253	S150524771	Traveling	P22	EBIRD	33	4.330		3	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1833392273	2023-09-23 03:04:56.386666	9795	species	avibase-B30B6781	White-throated Kingfisher	Halcyon smyrnensis				1					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					Koteshwer Highway, Kachchh, Gujarat, IN (23.678, 68.568)	L27208375	P	23.6778370	68.5680093	2023-09-23	07:13:00	obsr1173605	S150531875	Incidental	P20	EBIRD				5	0	G10878280	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1838000408	2023-10-20 16:49:19.802904	9795	species	avibase-B30B6781	White-throated Kingfisher	Halcyon smyrnensis				1					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					PMC2023_T15G1	L27211640	P	22.9711178	69.5342665	2023-09-23	17:59:00	obsr1482325	S150989099	Traveling	P22	EBIRD_IND	42	1.180		3	1	G10879087	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1835950969	2023-10-20 16:16:27.042476	9795	species	avibase-B30B6781	White-throated Kingfisher	Halcyon smyrnensis				1					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					Kotay-Dhirang Road, Fulay, Gujarat, IN	L27156073	P	23.3958810	69.8158357	2023-09-19	09:29:00	obsr360080	S150789740	Traveling	P22	EBIRD	96	1.880		4	1	G10870091	1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1839034295	2023-09-30 13:56:44.304794	9795	species	avibase-B30B6781	White-throated Kingfisher	Halcyon smyrnensis				1					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					PMC2023_T18G7	L27217417	P	23.3954516	69.6327267	2023-09-23	17:17:00	obsr4372642	S151096607	Traveling	P22	EBIRD	34	1.000		5	1	G10911571	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1834448386	2023-12-11 08:49:39.292755	9795	species	avibase-B30B6781	White-throated Kingfisher	Halcyon smyrnensis				1					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					PMC2023_T26G1	L27228465	P	23.7602597	70.6724927	2023-09-23	06:43:00	obsr2681904	S150638507	Traveling	P22	EBIRD	60	1.050		4	1	G10884652	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1834206831	2023-10-30 18:30:04.782352	9795	species	avibase-B30B6781	White-throated Kingfisher	Halcyon smyrnensis				1					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					Desalpar-Davri Road, Kachchh, Gujarat, IN (23.742, 70.666)	L27225263	P	23.7416165	70.6655838	2023-09-24	07:16:00	obsr1430296	S150613585	Traveling	P22	EBIRD	15	11.020		3	1	G10883634	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1834249926	2023-09-24 22:49:51.939439	9795	species	avibase-B30B6781	White-throated Kingfisher	Halcyon smyrnensis				1					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					PMC2023_T21G6	L27226116	P	23.9298920	69.8125450	2023-09-24	10:02:00	obsr826272	S150617058	Traveling	P22	EBIRD	65	0.972		3	1	G10889806	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1838000373	2023-10-19 13:24:49.404953	9795	species	avibase-B30B6781	White-throated Kingfisher	Halcyon smyrnensis				1					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					PMC2023_T15G6	L27224448	P	23.1723600	69.5786685	2023-09-24	07:01:00	obsr1482325	S150989098	Traveling	P22	EBIRD_IND	39	1.120		3	1	G10884078	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1838630545	2023-10-19 05:13:57.56002	9795	species	avibase-B30B6781	White-throated Kingfisher	Halcyon smyrnensis				1					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					Fulay Eco-tourism campsite	L27224800	P	23.5730790	69.2698270	2023-09-23	06:36:00	obsr543478	S151051639	Traveling	P22	EBIRD_IND	34	0.301		2	1	G10910207	0	1	0				
